ID,X273C1,X273C2,X273sh18.2,X273sh18.1,X273sh53.2,X273sh53.1,X379C1,X379C2,X379sh18.2,X379sh18.1
ENSG00000162494,0,0,0,0,0,0,0,0,0,0
ENSG00000259961,0,0,0,0,0,0,0,0,0,0
ENSG00000215909,0,0,0,0,0,1,0,0,0,0
ENSG00000162493,3795,3317,1899,3268,2351,5899,386,518,105,364
ENSG00000237445,4,4,0,2,0,4,0,0,0,0
ENSG00000253085,0,0,0,0,2,0,0,0,0,0
ENSG00000116731,1796,2079,1558,1693,1480,2410,432,606,606,644
ENSG00000189337,724,907,559,680,600,1050,149,185,174,240
ENSG00000252151,0,0,0,0,0,0,0,0,0,0
ENSG00000231606,0,0,0,0,0,0,0,0,0,0
ENSG00000234593,1,0,0,0,0,0,0,0,0,0
ENSG00000235829,0,0,0,0,0,0,1,0,0,0
ENSG00000175147,28,36,20,28,39,61,55,67,46,28
ENSG00000171729,750,1064,816,926,908,1308,880,1243,1025,1017
ENSG00000204464,2,5,1,1,0,4,1,1,2,1
ENSG00000215720,2,4,3,3,1,6,0,4,2,0
ENSG00000278480,3,2,4,3,2,4,3,7,2,6
ENSG00000142621,44,32,22,39,34,64,23,21,14,10
ENSG00000233485,10,0,0,3,0,5,3,0,0,2
ENSG00000236045,1,0,1,1,0,1,0,2,3,0
ENSG00000228140,7,2,1,3,1,8,2,1,0,1
ENSG00000142634,2452,3444,1615,1900,2704,3534,944,1366,465,682
ENSG00000162438,30,8,5,6,8,15,6,9,3,2
ENSG00000142615,7,6,1,3,1,3,1,0,0,2
ENSG00000215704,5,9,4,6,3,4,1,0,4,0
ENSG00000132906,353,393,253,290,320,467,115,137,84,128
ENSG00000116138,916,1036,769,916,559,970,264,353,416,489
ENSG00000251866,0,0,0,1,1,0,0,0,0,0
ENSG00000272510,2,1,1,0,4,2,1,0,0,1
ENSG00000116771,108,66,42,112,68,184,12,23,14,14
ENSG00000237301,17,13,7,11,7,23,6,4,2,3
ENSG00000235084,20,8,9,10,8,16,2,6,5,10
ENSG00000252417,0,1,0,1,0,1,0,0,0,0
ENSG00000236500,2,0,0,0,0,1,0,0,0,0
ENSG00000197312,1484,1889,949,1063,1248,1743,330,445,255,230
ENSG00000215695,0,0,0,0,0,0,0,0,0,0
ENSG00000271742,2,2,1,4,0,3,0,0,0,1
ENSG00000116786,3970,4666,2833,3599,3040,5062,1278,1596,1432,1658
ENSG00000237938,53,46,29,28,25,43,23,26,24,19
ENSG00000162461,59,86,80,75,70,73,29,38,93,75
ENSG00000224459,2,0,2,2,1,0,0,0,1,1
ENSG00000162460,7,0,1,1,0,6,2,1,1,7
ENSG00000162458,1853,2459,1450,1905,1389,2531,1543,2061,1167,1777
ENSG00000224321,3,2,2,2,1,5,1,2,0,2
ENSG00000233954,341,498,255,317,273,453,120,209,151,159
ENSG00000178715,10,8,8,7,3,4,3,6,2,2
ENSG00000179743,356,521,210,346,326,538,79,123,72,99
ENSG00000065526,9021,8516,8210,9752,5392,9004,1991,2612,2744,2446
ENSG00000270620,1,1,0,0,0,0,0,0,1,1
ENSG00000116809,1900,2197,1339,1754,1489,2328,585,773,666,727
ENSG00000234607,1,1,1,0,1,6,1,1,1,1
ENSG00000231353,0,0,0,1,0,1,0,0,0,0
ENSG00000275503,0,1,0,0,0,2,1,0,0,0
ENSG00000224966,0,0,0,0,0,0,0,0,0,0
ENSG00000183888,3,0,0,0,0,3,0,1,0,1
ENSG00000233078,0,0,0,0,0,0,0,0,0,0
ENSG00000173641,6,11,30,13,9,17,0,2,0,2
ENSG00000186510,15,10,6,17,6,11,1,0,2,2
ENSG00000232456,11,7,5,9,15,8,3,0,1,0
ENSG00000184908,32,25,22,25,9,17,0,2,1,0
ENSG00000185519,89,124,38,84,92,128,14,12,6,4
ENSG00000142627,7067,10170,6683,6745,5469,7617,3662,4762,2835,3889
ENSG00000227959,14,24,10,12,14,17,5,2,1,2
ENSG00000224621,4,0,0,5,2,2,0,0,1,0
ENSG00000234166,0,0,0,0,0,0,0,0,0,0
ENSG00000142632,184,222,156,191,108,189,92,112,123,121
ENSG00000237276,22,20,19,26,19,24,5,4,12,16
ENSG00000132881,185,247,122,131,113,203,56,67,61,83
ENSG00000233929,5,7,2,2,4,6,2,0,0,3
ENSG00000037637,1263,1346,1146,1173,970,1518,369,483,489,691
ENSG00000055070,5865,7023,5303,5900,5878,8722,2674,3621,3222,4469
ENSG00000226457,4,1,1,3,1,3,0,1,2,0
ENSG00000187144,11,1,4,8,3,16,3,5,3,5
ENSG00000157191,1955,2230,1321,1688,1711,2990,466,594,428,498
ENSG00000226029,98,100,48,59,56,78,36,65,51,44
ENSG00000080947,336,501,287,383,283,412,139,187,215,187
ENSG00000206652,1,1,1,1,3,3,0,0,0,0
ENSG00000261135,16,29,11,16,19,25,4,6,0,2
ENSG00000224174,0,0,0,0,0,0,0,2,0,0
ENSG00000233421,4,5,1,3,4,6,1,0,0,2
ENSG00000277344,0,0,0,0,0,0,0,0,0,0
ENSG00000268991,0,0,0,0,0,0,0,0,0,0
ENSG00000225710,0,0,0,0,0,0,0,0,0,0
ENSG00000219481,1135,1169,838,1003,964,1383,458,629,633,759
ENSG00000271732,6,8,1,3,2,2,1,2,4,0
ENSG00000215908,1754,2098,1146,1469,1249,1896,844,1174,1382,1400
ENSG00000186301,454,383,277,377,166,328,55,83,83,124
ENSG00000282143,0,0,0,0,0,1,1,3,0,2
ENSG00000207513,0,0,0,0,0,0,0,0,0,0
ENSG00000237847,0,0,0,0,0,0,0,0,0,0
ENSG00000280114,9,11,3,1,3,1,4,1,0,7
ENSG00000236698,13,18,12,4,6,9,8,6,2,10
ENSG00000268869,25,29,9,6,6,13,7,2,3,7
ENSG00000279151,5,0,1,0,0,8,0,2,0,1
ENSG00000279132,0,0,0,1,0,1,0,0,0,0
ENSG00000282740,0,0,0,0,0,1,0,0,0,0
ENSG00000058453,1414,1600,815,1052,968,1287,630,845,717,719
ENSG00000227684,2,2,1,3,0,1,1,0,0,1
ENSG00000207389,0,0,0,0,0,0,0,0,1,0
ENSG00000186715,84,112,61,83,35,80,18,20,21,35
ENSG00000223643,0,0,0,0,0,0,0,0,0,0
ENSG00000230239,0,0,0,0,0,0,0,0,0,0
ENSG00000263811,0,0,0,0,0,0,0,0,0,0
ENSG00000228549,16,26,5,26,13,38,9,5,8,5
ENSG00000277234,0,0,0,0,0,0,0,0,0,0
ENSG00000238142,11,13,4,6,4,13,13,15,17,18
ENSG00000235241,9,8,5,4,7,13,13,10,17,20
ENSG00000207005,3,0,1,0,2,2,0,0,2,0
ENSG00000272426,6,14,2,5,4,8,1,1,1,0
ENSG00000117122,19,14,8,13,22,33,22,22,7,10
ENSG00000226526,0,2,0,0,1,0,2,0,0,0
ENSG00000159363,1770,1819,1353,1707,1363,2184,1140,1502,1858,2098
ENSG00000117118,2292,2840,1657,2094,2030,3221,1039,1350,1054,1390
ENSG00000117115,59,60,23,19,16,71,13,25,4,3
ENSG00000204362,1,0,0,2,0,1,3,1,1,3
ENSG00000282843,0,0,0,0,0,0,0,0,0,0
ENSG00000142623,3,3,2,0,0,2,1,2,0,1
ENSG00000142619,5,1,0,3,2,18,6,2,0,0
ENSG00000266634,1,0,0,0,0,0,0,0,0,0
ENSG00000159339,4,0,1,1,0,6,3,2,0,1
ENSG00000280226,0,0,0,0,0,0,1,0,0,0
ENSG00000276747,5,0,0,0,0,5,3,4,0,3
ENSG00000179051,11489,14581,8811,9983,9524,13945,6485,8729,6991,7944
ENSG00000227751,0,0,0,0,0,0,0,0,0,0
ENSG00000074964,3227,2916,1865,2738,1866,3754,1183,1596,1373,1791
ENSG00000236648,1,0,0,0,0,0,0,0,0,0
ENSG00000117148,4,2,6,3,1,3,0,0,2,0
ENSG00000261781,0,0,0,0,0,2,0,1,0,3
ENSG00000117154,2,0,0,3,0,0,0,0,0,0
ENSG00000280222,2,0,0,1,0,1,0,0,0,0
ENSG00000230035,0,0,0,0,0,0,0,0,0,0
ENSG00000225387,3,0,0,0,0,0,0,0,0,0
ENSG00000179023,0,0,0,1,0,0,2,3,0,1
ENSG00000235282,0,0,0,0,0,0,0,0,0,0
ENSG00000225478,1,0,0,0,0,0,0,0,0,0
ENSG00000009709,2,0,0,1,0,2,0,0,0,0
ENSG00000179002,1,0,0,1,0,2,0,0,0,1
ENSG00000255275,1,2,2,0,0,1,0,1,1,0
ENSG00000159423,642,777,517,705,621,1035,271,317,342,392
ENSG00000265606,0,0,0,0,0,0,0,0,0,0
ENSG00000221662,2,1,0,4,0,0,0,1,0,0
ENSG00000169991,705,899,629,744,549,994,382,475,719,710
ENSG00000272084,12,22,16,15,23,27,7,17,12,11
ENSG00000127481,12303,13617,8965,9960,9814,15162,3489,4708,4678,4753
ENSG00000230424,68,81,43,84,52,95,8,11,13,17
ENSG00000127463,5560,6388,4419,4934,4556,7731,1457,1973,1719,1912
ENSG00000053372,2792,2898,1693,2152,2465,3708,708,945,502,680
ENSG00000211454,36,33,18,24,24,52,7,17,23,8
ENSG00000162482,50,51,24,39,40,46,11,14,10,11
ENSG00000270728,124,93,49,83,42,99,39,31,39,34
ENSG00000053371,1800,2322,1436,1633,1555,2346,567,646,382,522
ENSG00000200403,2,13,1,4,4,8,1,1,4,6
ENSG00000040487,953,919,716,959,870,1429,271,322,434,457
ENSG00000077549,5806,6982,5609,6359,5414,8215,2290,3205,2927,4036
ENSG00000240490,0,1,2,1,1,3,0,1,1,0
ENSG00000201609,0,0,0,0,0,0,0,0,0,0
ENSG00000235185,0,1,0,0,0,0,0,0,0,0
ENSG00000173436,959,1207,875,1049,1035,1620,309,401,348,457
ENSG00000270136,7,10,0,4,6,4,3,2,1,1
ENSG00000226396,15,13,5,14,11,9,3,10,6,1
ENSG00000158747,452,583,381,457,436,662,113,129,96,173
ENSG00000158748,18,32,9,11,6,28,0,0,1,0
ENSG00000162542,274,212,247,350,220,541,9,23,12,47
ENSG00000178828,4,0,0,3,0,7,1,2,0,1
ENSG00000235434,0,0,0,0,0,0,1,0,0,0
ENSG00000169914,1193,1497,868,1141,786,1392,236,319,300,232
ENSG00000188784,4,1,0,0,0,2,0,1,0,0
ENSG00000242688,1,0,0,2,0,1,0,0,0,0
ENSG00000188257,0,0,0,1,0,0,0,0,0,1
ENSG00000127472,6,0,2,5,0,3,2,2,10,14
ENSG00000117215,0,0,1,2,0,1,3,0,0,0
ENSG00000158786,5,0,0,5,0,12,1,1,0,2
ENSG00000227066,0,0,0,0,0,1,0,0,0,1
ENSG00000187980,2,0,0,0,0,5,0,0,0,0
ENSG00000225986,0,0,0,0,0,0,0,0,1,0
ENSG00000162543,0,0,0,0,0,1,0,0,0,0
ENSG00000228105,0,0,0,0,0,0,0,0,0,0
ENSG00000158816,19,4,2,8,0,8,1,4,2,13
ENSG00000226664,0,0,0,1,0,0,0,0,0,0
ENSG00000236963,7,2,1,9,0,14,0,2,0,1
ENSG00000226487,1,0,0,0,0,0,0,0,0,0
ENSG00000162545,1600,1482,633,1058,514,1585,465,605,363,622
ENSG00000090432,1472,1473,1201,1609,1216,2295,394,538,749,963
ENSG00000215520,1,0,0,0,0,0,0,0,0,0
ENSG00000183114,208,243,154,213,121,265,20,22,11,36
ENSG00000158825,1,1,0,1,0,0,0,0,0,0
ENSG00000158828,636,781,567,662,507,868,208,254,331,540
ENSG00000117242,172,194,125,144,151,234,94,120,162,174
ENSG00000244038,8324,10225,7025,8175,7840,12249,2051,2907,2142,2492
ENSG00000117245,144,152,85,109,93,163,8,9,5,9
ENSG00000235432,3,1,0,5,1,5,0,2,0,0
ENSG00000189410,223,223,85,107,154,267,8,10,3,6
ENSG00000233069,0,1,0,0,0,0,0,0,0,0
ENSG00000127483,11245,12834,8297,9950,8683,14152,2301,3460,3600,3998
ENSG00000075151,5623,6533,3831,4268,4751,7488,3690,5160,4067,4773
ENSG00000251914,0,0,0,0,0,0,0,1,2,1
ENSG00000221808,0,1,0,0,0,1,0,1,0,0
ENSG00000233072,0,3,3,0,1,1,0,1,3,2
ENSG00000236073,0,0,1,2,3,1,0,0,0,0
ENSG00000235112,2,4,0,1,2,8,3,4,1,0
ENSG00000117298,6026,6359,3764,4903,3944,6986,4638,6113,2076,3510
ENSG00000236936,4,4,4,0,1,10,0,2,5,1
ENSG00000231105,29,34,14,27,16,38,0,4,4,2
ENSG00000236216,0,0,0,0,0,0,0,0,0,0
ENSG00000228823,0,0,0,0,0,0,0,0,0,0
ENSG00000236009,1,0,0,0,0,0,0,0,0,0
ENSG00000227001,30,30,13,17,28,37,7,8,6,2
ENSG00000187952,11,11,7,11,6,16,9,6,1,6
ENSG00000186543,2,0,2,4,0,3,2,2,0,3
ENSG00000142794,241,314,173,185,194,300,216,289,195,213
ENSG00000176378,0,0,0,0,0,0,2,1,1,0
ENSG00000162551,90,104,98,93,118,102,74,66,206,72
ENSG00000233431,0,0,0,0,0,2,0,2,0,1
ENSG00000076864,1330,1418,775,931,1244,1815,497,702,744,430
ENSG00000090686,3949,4721,3276,3942,2715,4593,1319,1907,1763,1943
ENSG00000231978,2,0,0,0,1,0,0,0,0,0
ENSG00000187942,25,26,24,18,21,33,6,8,4,1
ENSG00000142798,4342,7462,3842,3040,4596,5226,1033,1242,980,690
ENSG00000232037,4,1,0,0,0,2,0,0,0,2
ENSG00000283234,2,0,0,0,0,1,0,1,0,0
ENSG00000219073,1,0,0,2,0,2,2,0,0,1
ENSG00000273610,2,0,0,0,0,1,2,0,0,1
ENSG00000201919,0,0,0,0,0,2,0,0,0,0
ENSG00000142789,6,0,0,4,0,2,3,0,0,0
ENSG00000278124,1,1,1,1,0,2,0,1,0,1
ENSG00000201273,0,0,0,1,0,0,0,0,0,0
ENSG00000228397,5,2,0,2,0,3,2,0,0,0
ENSG00000218510,946,1120,523,731,649,1081,184,295,153,220
ENSG00000070831,7627,8287,6007,7501,5370,10042,5004,6620,5752,7430
ENSG00000230068,5,6,6,2,4,8,2,4,1,4
ENSG00000271428,2,4,2,2,3,1,1,3,1,1
ENSG00000271840,2,1,2,1,3,3,3,2,0,2
ENSG00000162552,3,12,5,3,6,9,6,12,5,4
ENSG00000266564,0,0,0,0,0,0,0,0,0,1
ENSG00000234397,0,0,0,0,0,0,31,27,35,37
ENSG00000279625,0,0,0,0,0,0,0,0,0,0
ENSG00000184677,1806,2158,1932,1887,1527,2139,1244,1631,3469,3078
ENSG00000237200,8,10,7,4,4,12,3,4,6,3
ENSG00000070886,12,12,7,12,14,13,2,2,28,3
ENSG00000276835,1,0,0,0,0,0,1,2,0,0
ENSG00000173372,5,0,0,1,0,3,0,0,0,2
ENSG00000159189,3,0,0,0,1,5,0,2,0,0
ENSG00000173369,2,0,0,3,0,0,0,1,0,0
ENSG00000133216,1091,859,542,1003,641,1594,326,437,336,511
ENSG00000265422,0,0,0,0,0,0,0,0,0,0
ENSG00000225952,2,0,1,0,0,2,0,0,0,0
ENSG00000264014,0,0,0,0,0,0,0,0,0,0
ENSG00000215906,3,0,0,0,0,3,0,0,0,0
ENSG00000227868,5,10,12,7,6,7,1,1,2,1
ENSG00000004487,7742,9922,6067,7131,6408,9577,1553,2056,1559,1954
ENSG00000240553,4,1,1,2,2,4,0,0,0,2
ENSG00000263793,0,0,0,0,1,0,0,0,0,0
ENSG00000266802,2,0,0,0,0,0,0,0,1,2
ENSG00000169641,1808,2215,1507,1693,1161,2015,357,487,456,498
ENSG00000229010,1,1,3,1,1,0,1,1,2,1
ENSG00000206935,1,0,0,1,0,1,0,2,0,0
ENSG00000252578,3,2,0,0,0,0,0,0,2,0
ENSG00000179546,96,85,62,107,68,138,10,5,6,10
ENSG00000215381,0,2,2,0,0,2,0,0,0,1
ENSG00000261326,235,316,119,158,152,237,28,44,25,35
ENSG00000125944,7518,9129,6477,7439,6841,10806,3256,4566,3964,5316
ENSG00000125945,1794,1886,1333,2035,1057,2211,407,557,429,747
ENSG00000249087,550,681,341,479,289,515,123,133,98,180
ENSG00000201405,0,0,0,0,0,0,0,0,0,0
ENSG00000271420,13,4,7,4,1,9,1,1,0,0
ENSG00000204219,179,207,61,110,63,152,7,21,18,33
ENSG00000232482,0,1,0,0,2,1,0,0,0,0
ENSG00000088280,3286,3916,1861,2861,2269,4423,522,774,416,668
ENSG00000007968,1131,1097,774,1100,928,1512,344,504,348,299
ENSG00000235052,5,4,2,17,6,14,0,0,0,0
ENSG00000117318,4836,5783,3899,5180,3207,5295,605,849,982,1167
ENSG00000197880,9,3,0,5,0,11,4,0,0,1
ENSG00000229239,4,1,0,2,2,2,2,4,0,2
ENSG00000142676,18607,24578,14121,15548,15824,23688,6724,9371,5066,8024
ENSG00000011007,2877,3286,2553,2815,2533,3833,1436,1943,2199,2572
ENSG00000236810,67,72,35,53,53,74,16,25,20,35
ENSG00000057757,2302,2184,1614,2107,1688,2988,684,927,936,1116
ENSG00000011009,1980,2331,2028,2277,1980,2759,1103,1482,2017,2494
ENSG00000117308,1158,1489,825,1005,1207,1614,627,790,548,528
ENSG00000117305,1068,1247,817,908,563,1077,567,826,853,1022
ENSG00000179163,170,151,159,175,154,302,8,21,19,29
ENSG00000188822,2,1,1,2,0,4,1,3,0,1
ENSG00000229106,1,0,0,0,0,0,0,0,2,0
ENSG00000232557,2,0,0,2,0,3,1,0,0,0
ENSG00000264926,0,0,0,0,0,0,0,0,0,0
ENSG00000230228,0,0,0,1,0,0,0,0,0,0
ENSG00000189266,2756,3526,2572,3056,2635,4137,1605,2051,2196,3139
ENSG00000188529,6225,6398,4788,6418,4953,8421,3164,4507,4072,4867
ENSG00000215905,2,0,1,0,0,5,0,0,0,1
ENSG00000225315,3,1,1,1,0,6,2,1,0,1
ENSG00000142661,15,1,2,2,1,17,1,3,0,4
ENSG00000230703,0,0,0,0,0,0,0,0,0,0
ENSG00000142677,17,15,3,7,20,22,0,5,5,4
ENSG00000185436,11,2,3,8,1,12,3,5,0,2
ENSG00000230023,1,0,0,0,0,3,1,0,0,0
ENSG00000232298,0,0,0,0,0,0,0,2,0,0
ENSG00000158055,8,19,6,3,5,16,6,2,1,1
ENSG00000001460,47,48,39,38,28,41,55,63,45,70
ENSG00000001461,1650,2323,1778,1725,1140,1672,1385,1889,2020,1915
ENSG00000117602,961,1099,861,904,777,1305,426,572,364,318
ENSG00000264443,2,0,1,1,0,1,0,0,1,0
ENSG00000184454,10,11,6,9,7,14,3,0,0,1
ENSG00000227312,1,1,0,2,0,0,1,1,1,4
ENSG00000239106,0,0,0,0,0,0,0,0,0,0
ENSG00000133226,8743,9979,5921,6761,4836,8439,2552,3550,3390,3597
ENSG00000169504,6280,7719,5112,6271,6085,10786,6444,8529,7367,8499
ENSG00000238482,0,0,0,0,1,0,1,1,0,0
ENSG00000020633,23,18,15,29,17,44,5,10,5,11
ENSG00000278034,0,0,0,0,0,0,0,0,0,0
ENSG00000229162,2,2,0,4,0,4,0,0,0,0
ENSG00000261025,2,0,0,0,2,0,1,2,1,0
ENSG00000264371,0,1,0,0,0,0,0,0,0,0
ENSG00000233755,0,0,0,0,0,1,0,0,0,0
ENSG00000233419,0,0,0,0,0,0,0,0,0,0
ENSG00000231953,7,0,2,2,0,6,1,2,2,0
ENSG00000117614,1758,2217,1229,1534,1074,2034,659,839,741,1064
ENSG00000117616,1975,2687,1589,1799,1335,1729,864,1190,1545,1678
ENSG00000272432,20,24,12,9,10,22,6,12,10,4
ENSG00000261349,0,0,0,0,0,1,4,9,5,1
ENSG00000187010,1,0,0,0,0,0,8,0,9,6
ENSG00000224183,3,1,4,0,1,1,0,0,8,6
ENSG00000259984,8,5,4,2,7,1,1,1,0,0
ENSG00000183726,2679,3173,2494,3053,2260,3933,1967,2576,3313,4312
ENSG00000188672,49,27,26,32,34,47,2,4,3,4
ENSG00000238084,3,3,0,5,4,1,0,2,0,4
ENSG00000204178,541,668,462,557,433,738,491,711,701,860
ENSG00000157978,426,484,354,471,434,625,209,280,250,410
ENSG00000225643,5,3,7,5,2,7,4,0,3,3
ENSG00000117643,1001,1113,628,832,779,1419,296,409,169,248
ENSG00000233478,12,3,3,11,1,11,6,2,0,0
ENSG00000162430,11804,15513,9032,10971,9341,15221,7375,9828,5746,9323
ENSG00000255054,0,0,0,0,0,0,0,0,0,0
ENSG00000228172,54,51,32,59,45,61,39,36,61,74
ENSG00000117640,2066,2274,1667,2005,1372,2542,1317,1721,1796,2300
ENSG00000272478,0,0,0,0,0,0,0,0,0,0
ENSG00000127423,266,239,177,221,241,386,95,118,71,76
ENSG00000236528,2,2,1,2,1,3,3,1,0,0
ENSG00000182749,674,652,487,675,402,827,265,356,409,408
ENSG00000207302,5,0,0,1,0,2,0,0,0,1
ENSG00000117632,11541,13936,9466,11899,8848,16060,7172,9766,8309,8588
ENSG00000229786,7,4,0,0,0,4,1,3,4,3
ENSG00000223624,1,1,0,5,0,3,0,1,1,1
ENSG00000158006,353,458,400,393,272,521,323,472,806,974
ENSG00000207237,0,0,0,1,0,2,0,0,0,0
ENSG00000252190,0,0,0,0,0,0,0,1,0,0
ENSG00000252691,0,0,0,0,0,0,0,0,0,0
ENSG00000158008,23,25,16,16,12,11,38,37,75,65
ENSG00000158014,3,0,2,2,1,8,3,3,0,7
ENSG00000158022,4,1,1,5,0,7,0,1,1,0
ENSG00000175087,550,484,350,499,346,666,299,447,332,446
ENSG00000197245,29,19,21,23,23,29,26,31,23,41
ENSG00000282872,4,0,6,0,0,1,0,3,0,1
ENSG00000236782,24,31,17,21,16,23,15,15,8,13
ENSG00000142684,43,57,44,48,30,56,15,30,14,26
ENSG00000142675,44,42,37,35,46,56,36,42,12,37
ENSG00000188782,15,2,0,13,2,10,4,6,0,6
ENSG00000236155,14,8,4,15,3,7,0,4,0,1
ENSG00000278572,0,1,1,0,0,2,0,2,0,0
ENSG00000130695,1318,1588,1017,1234,1095,1794,482,601,495,356
ENSG00000270733,2,3,1,6,2,6,2,3,0,0
ENSG00000142669,2957,3762,2270,2697,2101,3645,2215,3163,2290,3178
ENSG00000158062,801,837,704,842,793,1154,424,514,584,570
ENSG00000169442,1,0,2,4,0,6,0,1,0,4
ENSG00000176092,11,1,1,9,0,11,4,4,0,3
ENSG00000225854,0,0,0,3,0,0,0,1,0,4
ENSG00000176083,8,0,0,1,0,2,0,0,0,2
ENSG00000131914,8,2,2,5,4,4,2,1,2,3
ENSG00000117682,1873,1786,1341,1725,1343,2440,662,961,1106,1140
ENSG00000223583,10,6,4,4,1,4,2,4,7,6
ENSG00000225891,13,14,13,9,6,17,7,6,7,7
ENSG00000198830,10545,14137,9813,9910,10399,14293,9119,12476,8562,9973
ENSG00000224129,2,0,0,2,0,2,1,0,0,0
ENSG00000117676,1105,1189,658,1118,785,1866,868,1009,461,697
ENSG00000238705,0,0,0,0,0,0,0,1,0,0
ENSG00000243905,2,0,0,0,0,4,2,1,0,1
ENSG00000252802,2,0,0,1,0,6,0,0,0,0
ENSG00000252429,0,0,0,0,0,1,0,0,0,0
ENSG00000229247,0,0,0,0,0,0,0,0,0,0
ENSG00000238316,0,0,0,0,0,0,0,0,0,0
ENSG00000235069,0,0,0,0,0,0,0,0,0,0
ENSG00000260063,16,11,12,17,9,19,12,13,11,7
ENSG00000117713,5722,7235,4977,5180,4124,6261,3832,5252,6220,6545
ENSG00000060642,436,555,306,374,307,594,195,224,166,263
ENSG00000241188,4,1,0,1,0,0,0,0,0,2
ENSG00000204160,1509,1801,1033,1332,1437,2296,843,1118,1067,1286
ENSG00000175793,8,7,5,3,4,12,4,5,4,3
ENSG00000226698,0,0,0,0,0,0,0,0,0,0
ENSG00000142751,1904,2139,1404,1938,1350,2391,893,1127,1349,1617
ENSG00000198746,612,631,510,692,451,895,223,364,328,457
ENSG00000090273,6476,7519,5250,6586,6352,9481,2827,3963,2912,3978
ENSG00000131910,1,1,0,0,0,1,1,0,0,0
ENSG00000175707,5,5,1,1,1,5,0,2,4,1
ENSG00000172746,4,0,0,1,0,1,0,2,0,2
ENSG00000224064,0,0,1,1,0,0,0,1,0,0
ENSG00000225294,0,0,0,0,0,0,0,0,0,0
ENSG00000253368,344,752,437,309,407,436,272,360,462,485
ENSG00000158246,92,143,74,69,79,114,39,65,89,56
ENSG00000280403,2,3,2,3,2,6,3,2,0,1
ENSG00000090020,956,1274,1073,1088,852,1290,1182,1582,1519,2004
ENSG00000229985,0,1,0,0,0,0,0,0,0,0
ENSG00000214973,4,4,5,1,0,4,0,0,0,0
ENSG00000225159,7,19,10,14,12,17,1,8,6,10
ENSG00000225990,1,1,0,0,0,2,0,0,0,0
ENSG00000224311,2,2,0,1,0,8,4,1,0,1
ENSG00000142784,1471,2125,1568,1556,1206,1815,1061,1468,1635,2100
ENSG00000252098,0,3,0,0,0,3,0,2,0,0
ENSG00000243659,2,1,0,2,1,2,1,2,4,1
ENSG00000186501,1635,1710,1399,1681,1361,2090,1127,1401,1513,1953
ENSG00000206888,5,9,5,4,5,15,3,2,7,4
ENSG00000241547,21,25,20,21,12,23,9,17,25,8
ENSG00000142765,57,64,31,45,38,86,7,24,10,8
ENSG00000142733,1573,2120,995,1409,1254,1924,590,774,568,587
ENSG00000142748,7,1,1,9,2,3,4,2,0,4
ENSG00000174950,1,0,0,0,0,1,0,1,0,1
ENSG00000231207,0,0,0,0,0,2,0,1,0,0
ENSG00000181773,328,402,209,337,240,448,235,309,187,366
ENSG00000158195,7913,11397,6422,6828,5357,8396,3620,4975,3946,5258
ENSG00000241169,0,2,1,0,0,0,0,0,4,2
ENSG00000237429,0,9,1,5,2,6,5,16,10,8
ENSG00000126705,2902,4321,2373,2632,2092,3116,1812,2336,2252,2857
ENSG00000000938,17,10,8,13,5,20,3,2,0,6
ENSG00000235912,8,12,4,11,4,5,5,5,6,2
ENSG00000233975,2,0,0,0,0,7,1,1,0,0
ENSG00000126709,536,500,546,689,494,865,250,310,346,560
ENSG00000225886,4,9,8,4,3,7,2,2,5,9
ENSG00000206767,0,0,0,2,0,0,0,0,0,0
ENSG00000226662,0,0,0,0,0,0,0,0,0,0
ENSG00000207095,0,0,0,0,0,0,0,0,0,0
ENSG00000009780,478,503,245,322,333,606,203,302,156,203
ENSG00000231344,0,7,0,1,0,2,2,2,1,0
ENSG00000230833,1,0,1,0,0,3,0,0,0,0
ENSG00000117758,1342,1449,1008,1323,1086,2176,996,1397,1429,1728
ENSG00000269971,1,0,3,0,0,0,0,0,0,0
ENSG00000270031,5,2,6,2,4,2,2,4,6,4
ENSG00000223062,0,0,0,0,0,3,0,0,0,2
ENSG00000117751,1904,2155,1617,1956,1510,2678,1153,1637,1547,2104
ENSG00000252947,2,4,3,1,1,2,2,0,3,2
ENSG00000278868,0,0,0,0,0,0,0,0,0,0
ENSG00000130775,126,145,103,102,113,197,101,135,172,203
ENSG00000117748,2028,2197,1756,2140,1704,2877,919,1298,1243,1351
ENSG00000130768,2,2,1,4,2,3,1,0,0,3
ENSG00000227050,0,0,0,2,0,0,0,0,0,0
ENSG00000158156,405,366,248,358,313,587,109,161,156,137
ENSG00000158161,1238,1566,1194,1289,1011,1528,654,914,949,971
ENSG00000238231,6,4,0,1,3,1,0,2,1,2
ENSG00000240750,3,2,1,0,2,4,2,1,5,2
ENSG00000228589,14,12,8,14,13,18,8,9,11,12
ENSG00000228943,1,0,0,0,0,1,0,0,0,4
ENSG00000214812,0,0,0,0,0,0,0,0,0,0
ENSG00000253005,1,2,0,0,0,4,1,4,0,1
ENSG00000169403,15,2,1,8,1,19,3,4,5,9
ENSG00000126698,5413,6078,4323,5109,4840,8203,2809,3997,3166,3820
ENSG00000130770,1862,2189,1585,1972,1554,2510,1195,1642,1419,2104
ENSG00000270605,75,102,57,85,65,88,99,133,102,116
ENSG00000271398,7,8,8,8,9,16,13,14,20,12
ENSG00000130766,653,686,379,590,598,1014,1196,1672,1933,2616
